_id,Language,Box_office,Country,Rated,Poster,Awards,Director,Released,Writer,imdbVotes,Runtime,Response,imdbRating,Title,Genre,Actors,Type,Metascore
56fb8f6f71a0651514f5bd17,English,"11,608,405",USA,PG,tt0084021.jpg,3 nominations.,Patricia Birch,11 Jun 1982,Ken Finkleman,"25,626",115 min,True,4.2,Grease 2,"Comedy, Drama, Musical","Maxwell Caulfield, Michelle Pfeiffer, Lorna Luft, Maureen Teefy",movie,N/A
56fb8f6f71a0651514f5bd18,English,,USA,G,tt0084649.jpg,1 win & 2 nominations.,Don Bluth,16 Jul 1982,"Robert C. O'Brien (novel), Don Bluth (story), John Pomeroy (story), Gary Goldman (story), Will Finn (story)","26,624",82 min,True,7.6,The Secret of NIMH,"Animation, Adventure, Drama","Derek Jacobi, Elizabeth Hartman, Arthur Malet, Dom DeLuise",movie,N/A
56fb8f6f71a0651514f5bd19,English,"14,400,000",USA,R,tt0085636.jpg,1 nomination.,Tommy Lee Wallace,22 Oct 1982,Tommy Lee Wallace,"27,655",98 min,True,4.5,Halloween III: Season of the Witch,"Horror, Sci-Fi","Tom Atkins, Stacey Nelkin, Dan O'Herlihy, Michael Currie",movie,38
56fb8f6f71a0651514f5bd1a,English,"14,100,000",USA,R,tt0083833.jpg,Nominated for 1 Oscar. Another 3 wins & 5 nominations.,Barry Levinson,21 May 1982,Barry Levinson,"14,690",110 min,True,7.2,Diner,"Comedy, Drama","Steve Guttenberg, Daniel Stern, Mickey Rourke, Kevin Bacon",movie,86
56fb8f6f71a0651514f5bd1b,English,,"USA, West Germany",PG,tt0083630.jpg,1 win & 1 nomination.,Don Coscarelli,20 Aug 1982,"Don Coscarelli, Paul Pepperman","14,740",118 min,True,6.2,The Beastmaster,"Action, Adventure, Fantasy","Marc Singer, Tanya Roberts, Rip Torn, John Amos",movie,18
56fb8f6f71a0651514f5bd1c,"English, Spanish",,USA,R,tt0084335.jpg,Won 1 Oscar. Another 9 wins & 17 nominations.,Costa-Gavras,12 Mar 1982,"Costa-Gavras (screenplay), Donald Stewart (screenplay), Thomas Hauser (based on the book: \","13,299",122 min,True,7.8,Missing,"Drama, History, Mystery","Jack Lemmon, Sissy Spacek, Melanie Mayron, John Shea",movie,N/A
56fb8f6f71a0651514f5bd1d,English,"12,111,208",Canada,R,tt0083296.jpg,2 nominations.,Jean-Claude Lord,28 May 1982,Brian Taggert (screenplay),"2,410",103 min,True,5.5,Visiting Hours,"Horror, Thriller","Michael Ironside, Lee Grant, Linda Purl, William Shatner",movie,N/A
56fb8f6f71a0651514f5bd1e,English,,"UK, USA",R,tt0084861.jpg,N/A,Gary Sherman,22 Jan 1982,"Sandy Howard, Kenneth Peters, Robert Vincent O'Neill","1,207",97 min,True,6.4,Vice Squad,"Action, Crime, Drama","Season Hubley, Gary Swanson, Wings Hauser, Pepe Serna",movie,N/A
56fb8f6f71a0651514f5bd1f,English,"10,576,604",USA,PG,tt0083598.jpg,Nominated for 1 Golden Globe. Another 1 nomination.,Arthur Hiller,18 Jun 1982,Israel Horovitz,"4,081",110 min,True,6.1,Author! Author!,"Comedy, Drama, Family","Al Pacino, Dyan Cannon, Tuesday Weld, Bob Dishy",movie,N/A
56fb8f6f71a0651514f5bd20,English,,"Mexico, USA, Italy",R,tt0083550.jpg,1 nomination.,Damiano Damiani,24 Sep 1982,"Tommy Lee Wallace (screenplay), Hans Holzer (book)","7,248",104 min,True,5.4,Amityville II: The Possession,Horror,"James Olson, Burt Young, Rutanya Alda, Jack Magner",movie,N/A
56fb8f6f71a0651514f5bd21,English,,USA,R,tt0084351.jpg,1 nomination.,Frank Perry,22 Oct 1982,"Jack-Alain Léger (novel), Abraham Polonsky (screenplay), Wendell Mayes (screenplay)",656,121 min,True,5.0,Monsignor,"Crime, Drama, War","Christopher Reeve, Geneviève Bujold, Fernando Rey, Jason Miller",movie,N/A
56fb8f6f71a0651514f5bd22,English,,USA,R,tt0084293.jpg,N/A,Arthur Hiller,05 Mar 1982,"Barry Sandler (screenplay), A. Scott Berg (story)","1,864",113 min,True,6.8,Making Love,Drama,"Michael Ontkean, Kate Jackson, Harry Hamlin, Wendy Hiller",movie,N/A
56fb8f6f71a0651514f5bd23,English,,USA,R,tt0084652.jpg,3 nominations.,David Schmoeller,29 Jan 1982,David Schmoeller,694,104 min,True,4.9,The Seduction,Thriller,"Morgan Fairchild, Michael Sarrazin, Vince Edwards, Andrew Stevens",movie,N/A
56fb8f6f71a0651514f5bd24,English,,USA,R,tt0084684.jpg,N/A,Michael Miller,02 Apr 1982,Joseph Fraley,"3,327",103 min,True,5.5,Silent Rage,"Action, Horror, Sci-Fi","Chuck Norris, Ron Silver, Steven Keats, Toni Kalem",movie,N/A
56fb8f6f71a0651514f5bd25,English,,USA,PG,tt0084633.jpg,2 nominations.,Pierre De Moro,10 Dec 1982,"Mark Miller (screenplay), Mark Miller (story)","1,373",105 min,True,7.2,Savannah Smiles,"Comedy, Family","Mark Miller, Donovan Scott, Bridgette Andersen, Chris Robinson",movie,N/A
56fb8f6f71a0651514f5bd26,English,"9,434,062",USA,PG,tt0084049.jpg,N/A,Sidney Poitier,04 Jun 1982,"Henry Rosenbaum, David Taylor","1,529",110 min,True,5.5,Hanky Panky,"Action, Comedy, Crime","Gene Wilder, Gilda Radner, Kathleen Quinlan, Richard Widmark",movie,N/A
56fb8f6f71a0651514f5bd27,English,,USA,R,tt0084675.jpg,Nominated for 2 Golden Globes. Another 5 nominations.,Alan Parker,19 Feb 1982,Bo Goldman,"1,907",124 min,True,7.0,Shoot the Moon,Drama,"Albert Finney, Diane Keaton, Karen Allen, Peter Weller",movie,N/A
56fb8f6f71a0651514f5bd28,English,,USA,PG,tt0084329.jpg,1 nomination.,Woody Allen,16 Jul 1982,Woody Allen,"14,432",88 min,True,6.7,A Midsummer Night's Sex Comedy,Comedy,"Woody Allen, Mia Farrow, José Ferrer, Julie Hagerty",movie,N/A
56fb8f6f71a0651514f5bd29,English,,"UK, USA",PG,tt0084814.jpg,N/A,Blake Edwards,17 Dec 1982,"Blake Edwards (story), Frank Waldman (screenplay), Tom Waldman (screenplay), Blake Edwards (screenplay), Geoffrey Edwards (screenplay)","7,226",96 min,True,4.9,Trail of the Pink Panther,"Comedy, Crime, Mystery","Peter Sellers, David Niven, Herbert Lom, Richard Mulligan",movie,N/A
56fb8f6f71a0651514f5bd2a,English,,Canada,PG,tt0084117.jpg,1 win & 1 nomination.,Eric Till,23 Apr 1982,"Stuart Gillard (screenplay), Tom Sullivan (novel), Derek Gill (novel)",614,103 min,True,6.8,If You Could See What I Hear,"Biography, Comedy, Drama","Marc Singer, R.H. Thomson, Sarah Torgov, Shari Belafonte",movie,N/A
56fb8f6f71a0651514f5bd2b,English,,"UK, USA, West Germany",PG,tt0082810.jpg,2 nominations.,Delbert Mann,05 Feb 1982,John McGreevey,872,107 min,True,6.5,Night Crossing,"Drama, Family, History","John Hurt, Jane Alexander, Doug McKeon, Keith McKeon",movie,N/A
56fb8f6f71a0651514f5bd2c,English,,Australia,PG,tt0084504.jpg,3 wins & 9 nominations.,Ken Annakin,06 Aug 1982,"W.S. Gilbert (operetta), Trevor Farrant","3,316",98 min,True,5.1,The Pirate Movie,"Adventure, Comedy, Musical","Kristy McNichol, Christopher Atkins, Ted Hamilton, Bill Kerr",movie,N/A
56fb8f6f71a0651514f5bd2d,English,"1,400,000",USA,R,tt0083629.jpg,N/A,Philippe Mora,12 Feb 1982,"Tom Holland (screen story and screenplay by), Edward Levy (based on the novel by)","2,131",98 min,True,5.5,The Beast Within,Horror,"Ronny Cox, Bibi Besch, Paul Clemens, Don Gordon",movie,N/A
56fb8f6f71a0651514f5bd2e,English,,USA,PG,tt0084783.jpg,Nominated for 1 Golden Globe. Another 2 nominations.,Tim Hunter,30 Jul 1982,"S.E. Hinton (novel), Charles S. Haas (screenplay), Tim Hunter (screenplay)","1,429",103 min,True,6.6,Tex,Drama,"Matt Dillon, Jim Metzler, Meg Tilly, Bill McKinney",movie,N/A
56fb8f6f71a0651514f5bd2f,English,,UK,R,tt0083449.jpg,N/A,Richard Loncraine,05 Nov 1982,Michael Palin,"1,611",90 min,True,6.2,The Missionary,Comedy,"Michael Palin, Maggie Smith, Trevor Howard, Denholm Elliott",movie,N/A
56fb8f6f71a0651514f5bd30,English,,USA,R,tt0083722.jpg,Nominated for 2 Golden Globes. Another 1 nomination.,Paul Schrader,02 Apr 1982,"DeWitt Bodeen (story), Alan Ormsby (screenplay)","13,752",118 min,True,6.1,Cat People,"Drama, Fantasy, Horror","Nastassja Kinski, Malcolm McDowell, John Heard, Annette O'Toole",movie,N/A
56fb8f6f71a0651514f5bd31,"English, Spanish","6,968,359",USA,PG,tt0084109.jpg,N/A,Herbert Ross,26 Mar 1982,"Neil Simon (play), Neil Simon (screenplay)",664,108 min,True,6.1,I Ought to Be in Pictures,"Comedy, Drama","Walter Matthau, Ann-Margret, Dinah Manoff, Lance Guest",movie,N/A
56fb8f6f71a0651514f5bd32,English,"6,700,000",USA,PG,tt0084691.jpg,Nominated for 2 Golden Globes. Another 2 nominations.,Tony Bill,17 Dec 1982,"Fred Mustard Stewart (novel), David Seltzer (screenplay)",581,107 min,True,5.6,Six Weeks,Drama,"Dudley Moore, Mary Tyler Moore, Katherine Healy, Shannon Wilcox",movie,N/A
56fb8f6f71a0651514f5bd33,English,,USA,R,tt0083960.jpg,N/A,James Fargo,30 Jul 1982,"Franklin Thompson, James Fargo","1,942",90 min,True,5.5,Forced Vengeance,"Action, Adventure, Crime","Chuck Norris, Mary Louise Weller, Camila Griggs, Michael Cavanaugh",movie,N/A
56fb8f6f71a0651514f5bd34,"English, German",,"USA, UK, Japan, West Germany",G,tt0084237.jpg,1 nomination.,"Jules Bass, Arthur Rankin Jr.",19 Nov 1982,"Peter S. Beagle (screenplay), Peter S. Beagle (novel)","18,591",92 min,True,7.5,The Last Unicorn,"Family, Animation, Fantasy","Alan Arkin, Jeff Bridges, Mia Farrow, Tammy Grimes",movie,N/A
56fb8f6f71a0651514f5bd35,English,,USA,R,tt0084704.jpg,N/A,James Glickenhaus,27 Aug 1982,James Glickenhaus,733,96 min,True,5.2,The Soldier,"Action, Adventure, Thriller","Ken Wahl, Alberta Watson, Jeremiah Sullivan, William Prince",movie,N/A
56fb8f6f71a0651514f5bd36,"English, Spanish",,USA,R,tt0083678.jpg,N/A,Tony Richardson,12 Feb 1982,"Deric Washburn, Walon Green, David Freeman","4,204",108 min,True,6.4,The Border,"Crime, Drama","Jack Nicholson, Harvey Keitel, Valerie Perrine, Warren Oates",movie,N/A
56fb8f6f71a0651514f5bd37,"English, German, French","4,659,287",UK,PG,tt0083908.jpg,1 nomination.,Guy Hamilton,05 Mar 1982,Anthony Shaffer (screenplay),"8,945",117 min,True,7.0,Evil Under the Sun,Mystery,"Peter Ustinov, Colin Blakely, Jane Birkin, Nicholas Clay",movie,N/A
56fb8f6f71a0651514f5bd38,English,,USA,R,tt0084477.jpg,N/A,James Burrows,30 Apr 1982,Francis Veber,855,93 min,True,5.0,Partners,"Comedy, Crime","Ryan O'Neal, John Hurt, Kenneth McMillan, Robyn Douglass",movie,N/A
56fb8f6f71a0651514f5bd39,English,,USA,PG,tt0084732.jpg,1 nomination.,Robert Benton,19 Nov 1982,"Robert Benton (screenplay), David Newman (story), Robert Benton (story)","2,593",93 min,True,6.2,Still of the Night,"Crime, Drama, Mystery","Roy Scheider, Meryl Streep, Jessica Tandy, Joe Grifasi",movie,N/A
56fb8f6f71a0651514f5bd3a,English,"5,800,000",USA,R,tt0084234.jpg,N/A,Boaz Davidson,30 Jul 1982,Boaz Davidson,"5,842",92 min,True,6.2,The Last American Virgin,"Comedy, Drama, Romance","Lawrence Monoson, Diane Franklin, Steve Antin, Joe Rubbo",movie,N/A
56fb8f6f71a0651514f5bd3b,English,"5,333,658","USA, Hong Kong",PG,tt0084316.jpg,3 nominations.,Hal Needham,25 Jun 1982,"Bob Kachler (story), James Whittaker (screenplay), Albert S. Ruddy (screenplay), Hal Needham (screenplay), Andre Morgan (screenplay)","2,471",99 min,True,3.5,Megaforce,"Sci-Fi, Action","Barry Bostwick, Michael Beck, Persis Khambatta, Edward Mulhare",movie,N/A
56fb8f6f71a0651514f5bd3c,English,,USA,R,tt0084489.jpg,N/A,Robert Towne,26 Jun 1982,Robert Towne,"1,812",124 min,True,6.3,Personal Best,"Drama, Sport","Mariel Hemingway, Scott Glenn, Patrice Donnelly, Kenny Moore",movie,N/A
56fb8f6f71a0651514f5bd3d,English,"5,588,800",Canada,R,tt0084469.jpg,1 nomination.,Stuart Gillard,07 May 1982,Stuart Gillard,"1,886",100 min,True,4.8,Paradise,"Adventure, Romance","Willie Aames, Phoebe Cates, Tuvia Tavi, Richard Curnock",movie,N/A
56fb8f6f71a0651514f5bd3e,English,,USA,PG,tt0083717.jpg,N/A,David S. Ward,12 Feb 1982,"John Steinbeck (novels), David S. Ward (written for the screen by)","2,690",120 min,True,6.6,Cannery Row,"Comedy, Drama","Nick Nolte, Debra Winger, Audra Lindley, Frank McRae",movie,N/A
56fb8f6f71a0651514f5bd3f,English,,USA,G,tt0084060.jpg,N/A,Robert Taylor,19 Nov 1982,"Joseph Barbera, Jameson Brewer, Robert Taylor, Johanna Spyri (novel)",186,94 min,True,6.3,Heidi's Song,"Animation, Family, Musical","Lorne Greene, Sammy Davis Jr., Margery Gray, Michael Bell",movie,N/A
56fb8f6f71a0651514f5bd40,English,,USA,PG,tt0084776.jpg,Nominated for 2 Golden Globes. Another 2 wins & 3 nominations.,Paul Mazursky,24 Sep 1982,"Leon Capetanos, Paul Mazursky, William Shakespeare (play)","1,741",140 min,True,6.5,Tempest,"Comedy, Drama, Fantasy","John Cassavetes, Gena Rowlands, Susan Sarandon, Vittorio Gassman",movie,N/A
56fb8f6f71a0651514f5bd41,English,,USA,R,tt0084737.jpg,N/A,Randal Kleiser,16 Jul 1982,Randal Kleiser,"2,893",98 min,True,5.6,Summer Lovers,"Comedy, Drama, Romance","Peter Gallagher, Daryl Hannah, Valérie Quennessen, Barbara Rush",movie,N/A
56fb8f6f71a0651514f5bd42,English,"3,289,545",USA,R,tt0084920.jpg,1 nomination.,Richard Brooks,14 May 1982,"Charles McCarry (novel), Richard Brooks (written for the screen by)","1,257",117 min,True,5.8,Wrong Is Right,"Comedy, Drama, Thriller","Sean Connery, George Grizzard, Robert Conrad, Katharine Ross",movie,N/A
56fb8f6f71a0651514f5bd43,English,"3,016,496",USA,R,tt0083936.jpg,N/A,Lewis Teague,21 May 1982,"Thomas Hedley Jr., David Zelag Goodman",360,98 min,True,5.9,Fighting Back,"Action, Crime, Drama","Tom Skerritt, Patti LuPone, Michael Sarrazin, Yaphet Kotto",movie,N/A
56fb8f6f71a0651514f5bd44,English,,USA,R,tt0084485.jpg,N/A,Jamaa Fanaka,02 Apr 1982,Jamaa Fanaka,372,108 min,True,3.4,Penitentiary II,Drama,"Leon Isaac Kennedy, Glynn Turman, Ernie Hudson, Mr. T",movie,N/A
56fb8f6f71a0651514f5bd45,"English, Japanese",,"USA, Japan",R,tt0083726.jpg,N/A,John Frankenheimer,23 Jul 1982,"Richard Maxwell, John Sayles","1,309",108 min,True,6.4,The Challenge,"Action, Drama","Scott Glenn, Toshirô Mifune, Donna Kei Benz, Atsuo Nakamura",movie,N/A
56fb8f6f71a0651514f5bd46,English,,USA,R,tt0084084.jpg,N/A,James Beshears,27 Aug 1982,"Maurice Peterson, Don Safran",256,90 min,True,3.1,Homework,"Comedy, Drama","Joan Collins, Michael Morgan, Shell Kepler, Lanny Horn",movie,N/A
56fb8f6f71a0651514f5bd47,English,,USA,R,tt0084173.jpg,N/A,Don Siegel,22 Oct 1982,"Frank D. Gilroy (screenplay), David Newman (screenplay), Frank D. Gilroy (story)",719,103 min,True,4.5,Jinxed!,Comedy,"Bette Midler, Ken Wahl, Rip Torn, Val Avery",movie,N/A
56fb8f6f71a0651514f5bd48,English,,USA,PG,tt0084156.jpg,N/A,"Malcolm Leo, Andrew Solt",29 Oct 1982,Dana Olsen,702,80 min,True,5.9,It Came from Hollywood,"Documentary, Comedy","Dan Aykroyd, John Candy, Cheech Marin, Tommy Chong",movie,N/A
56fb8f6f71a0651514f5bd49,English,,USA,R,tt0084735.jpg,N/A,Sean S. Cunningham,09 Sep 1982,"Mary Higgins Clark (novel), Earl Mac Rauch (screenplay), Victor Miller (screenplay)",408,92 min,True,5.2,A Stranger Is Watching,"Crime, Horror, Thriller","Kate Mulgrew, Rip Torn, James Naughton, Shawn von Schreiber",movie,N/A
56fb8f6f71a0651514f5bd4a,English,,USA,R,tt0084259.jpg,N/A,Bruce Paltrow,02 Apr 1982,Robert De Laurentiis,391,95 min,True,4.9,A Little Sex,"Comedy, Romance","Tim Matheson, Kate Capshaw, Edward Herrmann, John Glover",movie,N/A
56fb8f6f71a0651514f5bd4b,"English, Italian","1,000,000",USA,PG,tt0084931.jpg,Nominated for 1 Oscar. Another 4 nominations.,Franklin J. Schaffner,24 Sep 1982,"Anne Piper (novel), Norman Steinberg",447,110 min,True,4.1,"Yes, Giorgio","Comedy, Musical","Luciano Pavarotti, Kathryn Harrold, Eddie Albert, Paola Borboni",movie,N/A
56fb8f6f71a0651514f5bd4c,Spanish,,Spain,UNRATED,tt0084449.jpg,N/A,Jesús Franco,N/A,"Jesús Franco (screenplay), Jesús Franco (story)",161,72 min,True,4.1,Emmanuelle Exposed,Drama,"Muriel Montossé, Antonio Mayans, Asunción Calero, Carmen Carrión",movie,N/A
56fb8f6f71a0651514f5bd4d,English,,USA,PG,tt0083619.jpg,N/A,Fred Schepisi,19 Feb 1982,William D. Wittliff,992,90 min,True,6.6,Barbarosa,Western,"Willie Nelson, Gary Busey, Isela Vega, Gilbert Roland",movie,N/A
56fb8f6f71a0651514f5bd4e,English,,USA,R,tt0084112.jpg,N/A,Richard T. Heffron,22 Apr 1982,"Mickey Spillane (novel), Larry Cohen (screenplay)","1,003",111 min,True,5.9,"I, the Jury","Crime, Drama, Mystery","Armand Assante, Barbara Carrera, Laurene Landon, Alan King",movie,N/A
56fb8f6f71a0651514f5bd4f,English,,USA,R,tt0083885.jpg,1 nomination.,Alan Rudolph,10 Sep 1982,"Judson Klinger (story), Richard Clayton Woods (story), Alan Rudolph, John Binder",674,97 min,True,6.0,Endangered Species,"Drama, Mystery, Thriller","Robert Urich, JoBeth Williams, Paul Dooley, Hoyt Axton",movie,N/A
56fb8f6f71a0651514f5bd50,English,,UK,R,tt0084658.jpg,N/A,Roger Christian,22 Oct 1982,Thomas Baum,939,91 min,True,6.2,The Sender,"Horror, Thriller","Kathryn Harrold, Zeljko Ivanek, Shirley Knight, Paul Freeman",movie,N/A
56fb8f6f71a0651514f5bd51,English,"300,000",USA,R,tt0084268.jpg,N/A,Hal Ashby,30 Jun 1983,"Al Schwartz, Jon Voight",513,105 min,True,5.2,Lookin' to Get Out,Comedy,"Jon Voight, Ann-Margret, Burt Young, Bert Remsen",movie,N/A
56fb8f6f71a0651514f5bd52,English,,"USA, Japan",R,tt0084096.jpg,4 nominations.,Kevin Connor,14 May 1982,"Robert Suhosky (screenplay), James Hardiman (novel)",672,88 min,True,4.3,The House Where Evil Dwells,Horror,"Edward Albert, Susan George, Doug McClure, Amy Barrett",movie,N/A
56fb8f6f71a0651514f5bd53,English,,USA,N/A,tt0456525.jpg,N/A,Tony St. John,N/A,N/A,9,23 min,True,6.8,The Making of 'One from the Heart',"Documentary, Short","Francis Ford Coppola, Raul Julia, Nastassja Kinski, Vittorio Storaro",movie,N/A
56fb8f6f71a0651514f5bd54,English,,USA,PG,tt0084894.jpg,3 wins & 1 nomination.,Jim Brown,07 Mar 1982,Lee Hays,174,78 min,True,8.2,The Weavers: Wasn't That a Time,"Documentary, Music","Ronnie Gilbert, Arlo Guthrie, Lee Hays, Fred Hellerman",movie,N/A
56fb8f6f71a0651514f5bd55,English,,UK,R,tt0084352.jpg,N/A,"Terry Hughes, Ian MacNaughton",25 Jun 1982,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Tim Brooke-Taylor (additional material), Marty Feldman (additional material), Angus James (additional material), David Lipscomb (additional material)","11,321",77 min,True,7.9,Monty Python Live at the Hollywood Bowl,"Documentary, Comedy","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle",movie,N/A
56fb8f6f71a0651514f5bd56,English,,USA,R,tt0084111.jpg,N/A,Jack Hofsiss,05 Mar 1982,"Barbara Gordon (book), David Rabe",372,107 min,True,6.5,I'm Dancing as Fast as I Can,"Biography, Drama","Jill Clayburgh, Nicol Williamson, Dianne Wiest, Joe Pesci",movie,N/A
56fb8f6f71a0651514f5bd57,English,,"Canada, USA",R,tt0084714.jpg,1 nomination.,Ted Kotcheff,03 Oct 1982,"Robert Mark Kamen (screenplay), Robert Kaufman (screenplay), Scott Spencer (story), Scott Spencer (screenplay)",402,110 min,True,6.8,Split Image,"Drama, Romance","Michael O'Keefe, Karen Allen, Peter Fonda, James Woods",movie,N/A
56fb8f6f71a0651514f5bd58,"English, German, French",,USA,PG,tt0083947.jpg,N/A,Fred Zinnemann,N/A,"Michael Austin, Kay Boyle (story)",725,108 min,True,6.1,Five Days One Summer,Drama,"Sean Connery, Betsy Brantley, Lambert Wilson, Jennifer Hilary",movie,N/A
56fb8f6f71a0651514f5bd59,English,,USA,PG,tt0083900.jpg,N/A,Caleb Deschanel,28 May 1982,"David Wagoner (based on the novel by), Melissa Mathison (screenplay), Stephen Zito (screenplay)",516,94 min,True,6.2,The Escape Artist,"Crime, Drama","Raul Julia, Griffin O'Neal, Desi Arnaz, Teri Garr",movie,N/A
56fb8f6f71a0651514f5bd5a,English,,USA,PG,tt0084899.jpg,N/A,Samuel Fuller,07 Jul 1982,"Romain Gary (story), Samuel Fuller (screenplay), Curtis Hanson (screenplay)","5,829",90 min,True,7.1,White Dog,"Drama, Horror, Thriller","Kristy McNichol, Christa Lang, Vernon Weddle, Jameson Parker",movie,N/A
56fb8f6f71a0651514f5bd5b,English,,USA,PG,tt0085640.jpg,2 nominations.,Wim Wenders,17 Sep 1982,"Joe Gores (novel), Dennis O'Flaherty, Thomas Pope (adaptation), Ross Thomas","2,196",97 min,True,6.5,Hammett,"Crime, Drama, Mystery","Frederic Forrest, Peter Boyle, Marilu Henner, Roy Kinnear",movie,N/A
56fb8f6f71a0651514f5bd5c,English,,USA,R,tt0082639.jpg,1 win.,Lou Adler,01 Oct 1982,Nancy Dowd,"1,691",87 min,True,6.8,"Ladies and Gentlemen, the Fabulous Stains","Comedy, Drama, Music","Peter Donat, Diane Lane, Marin Kanter, Laura Dern",movie,N/A
56fb91c071a0650358ae54f2,English,,USA,N/A,tt2301123.jpg,N/A,N/A,25 May 1983,N/A,399,N/A,True,8.2,Return of the Jedi,"Action, Adventure, Sci-Fi",N/A,game,N/A
56fb91c071a0650358ae54f3,English,"108,423,489",USA,R,tt0086425.jpg,Won 5 Oscars. Another 26 wins & 17 nominations.,James L. Brooks,09 Dec 1983,"Larry McMurtry (based on the novel by), James L. Brooks (screenplay)","39,168",132 min,True,7.4,Terms of Endearment,"Comedy, Drama","Shirley MacLaine, Debra Winger, Jack Nicholson, Danny DeVito",movie,79
56fb91c071a0650358ae54f4,English,"94,900,000",USA,R,tt0085549.jpg,Won 1 Oscar. Another 10 wins & 14 nominations.,Adrian Lyne,15 Apr 1983,"Thomas Hedley Jr. (screenplay), Joe Eszterhas (screenplay), Thomas Hedley Jr. (story)","33,842",95 min,True,6.1,Flashdance,"Drama, Romance, Music","Jennifer Beals, Michael Nouri, Lilia Skala, Sunny Johnson",movie,35
56fb91c071a0650358ae54f5,English,"90,400,000",USA,R,tt0086465.jpg,Nominated for 1 Oscar. Another 3 wins & 4 nominations.,John Landis,08 Jun 1983,"Timothy Harris, Herschel Weingrod","99,892",116 min,True,7.5,Trading Places,Comedy,"Denholm Elliott, Dan Aykroyd, Maurice Woods, Richard D. Fisher Jr.",movie,66
56fb91c071a0650358ae54f6,English,"79,568,000",USA,PG,tt0086567.jpg,Nominated for 3 Oscars. Another 4 wins & 11 nominations.,John Badham,03 Jun 1983,"Lawrence Lasker, Walter F. Parkes","69,986",114 min,True,7.1,WarGames,"Sci-Fi, Thriller","Matthew Broderick, Dabney Coleman, John Wood, Ally Sheedy",movie,N/A
56fb91c071a0650358ae54f7,"English, Russian, German, Spanish","67,900,000","UK, USA",PG,tt0086034.jpg,2 wins & 3 nominations.,John Glen,10 Jun 1983,"George MacDonald Fraser (screen story and screenplay), Richard Maibaum (screen story and screenplay), Michael G. Wilson (screen story and screenplay)","72,142",131 min,True,6.6,Octopussy,"Action, Adventure, Thriller","Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn",movie,N/A
56fb91c071a0650358ae54f8,English,"67,600,000",USA,R,tt0086383.jpg,N/A,Clint Eastwood,09 Dec 1983,"Harry Julian Fink (characters), Rita M. Fink (characters), Joseph Stinson (screenplay), Earl E. Smith (story), Charles B. Pierce (story)","30,144",117 min,True,6.6,Sudden Impact,"Action, Thriller","Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman",movie,N/A
56fb91c071a0650358ae54f9,English,"63,800,000",USA,PG,tt0086361.jpg,Nominated for 1 Golden Globe. Another 5 nominations.,Sylvester Stallone,15 Jul 1983,"Nik Cohn (characters), Sylvester Stallone, Norman Wexler","10,968",93 min,True,4.4,Staying Alive,"Drama, Music, Romance","John Travolta, Cynthia Rhodes, Finola Hughes, Steve Inwood",movie,17
56fb91c071a0650358ae54fa,English,"64,800,000",USA,PG,tt0085970.jpg,1 win & 1 nomination.,Stan Dragoti,19 Aug 1983,John Hughes,"15,626",91 min,True,6.5,Mr. Mom,"Comedy, Drama","Michael Keaton, Teri Garr, Fred Koehler, Taliesin Jaffe",movie,N/A
56fb91c071a0650358ae54fb,"English, German","63,500,000",USA,R,tt0086200.jpg,Nominated for 1 Golden Globe. Another 2 nominations.,Paul Brickman,05 Aug 1983,Paul Brickman,"58,875",99 min,True,6.8,Risky Business,"Comedy, Crime, Drama","Tom Cruise, Rebecca De Mornay, Joe Pantoliano, Richard Masur",movie,75
56fb91c071a0650358ae54fc,English,"61,400,000",USA,R,tt0085995.jpg,N/A,Harold Ramis,29 Jul 1983,"John Hughes (screenplay), John Hughes (short story \","68,138",98 min,True,7.4,National Lampoon's Vacation,"Adventure, Comedy","Chevy Chase, Beverly D'Angelo, Imogene Coca, Randy Quaid",movie,60
56fb91c071a0650358ae54fd,"English, Italian, Spanish","60,000,000","UK, USA",PG,tt0086393.jpg,2 wins & 6 nominations.,Richard Lester,17 Jun 1983,"Joe Shuster (character created by: Superman), Jerry Siegel (character created by: Superman), David Newman (screenplay), Leslie Newman (screenplay)","47,312",125 min,True,4.9,Superman III,"Action, Comedy, Sci-Fi","Christopher Reeve, Richard Pryor, Jackie Cooper, Marc McClure",movie,42
56fb91c071a0650358ae54fe,English,"56,400,000",USA,R,tt0085244.jpg,Nominated for 3 Oscars. Another 3 wins & 5 nominations.,Lawrence Kasdan,30 Sep 1983,"Lawrence Kasdan, Barbara Benedek","25,104",105 min,True,7.2,The Big Chill,"Comedy, Drama","Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt",movie,62
56fb91c071a0650358ae54ff,"English, French, Spanish, Arabic","55,500,000","UK, USA, West Germany",PG,tt0086006.jpg,Nominated for 1 Golden Globe. Another 1 win & 2 nominations.,Irvin Kershner,07 Oct 1983,"Kevin McClory (based on an original story by), Jack Whittingham (based on an original story by), Ian Fleming (based on an original story by), Lorenzo Semple Jr. (screenplay)","47,399",134 min,True,6.2,Never Say Never Again,"Action, Adventure, Thriller","Sean Connery, Klaus Maria Brandauer, Max von Sydow, Barbara Carrera",movie,N/A
